source,title,link,date,n_visualizations,summary,year_month,year
Carriola de Marín,LA QUEJA DE HOY: El meadero  del paseo marítimo - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8936,2025-04-16,1232,,2025-04,2025
Carriola de Marín,Fallece Don JOSÉ OGANDO NÚÑEZ a los 75 años de edad - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8889,2025-04-09,1224,"La funeraria SAN MARCOS comunica el fallecimientoHOYdía 10, de abril de DonJOSÉ OGANDO NÚÑEZcuyos restos mortales permanecerán en el Tanatorio SAN MARCOS, de Marín, salanº1hasta el momento de su traslado,mañana VIERNES día 11de abril a lasCINCO Y MEDIAde la tarde para su inhumación en el cementerio municipal de O Campo.",2025-04,2025
Carriola de Marín,Fallece Doña DOLORES VILLAVERDE SUÁREZ a los 84 años de edad - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8978,2025-04-25,1218,"La funeraria SAN MARCOS comunica el fallecimiento el día 24 de abril de Doña DOLORES VILLAVERDE SUÁREZ cuyos restos mortales permanecerán en el Tanatorio SAN MARCOS, de Marín hasta el momento de su traslado,MAÑANA SÁBADOdía26de abril a lascuatrode la tarde para su incineración  en el crematorio Terras de Pontevedra en la intimidad familiar .",2025-04,2025
Carriola de Marín,Cantodarea prepara su fiesta de “San Xosé” patrocinadas por el Concello y organizadas por colectivos vecinales - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8961,2025-04-23,1188,"La parroquia de Cantodarea no quedará sin su tradicional fiesa de San Xosé que se celebrará los próximos días 30 de abril y uno de mayo  con animación musical y, sobre todo, la Misa y procesión como es tradicional.",2025-04,2025
Carriola de Marín,El Club Deportivo La Peña se clasifica para el playoff de la Liga Gallega Infantil a falta de una jornada   - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8935,2025-04-17,1165,"El pasado jueves tuvo lugar la penúltima jornada de la Liga Gallega Infantil de fútbol sala. Tras un encuentro en el que elClub Deportivo La Peña A Centrallogró imponerse con solvencia a Kompite Amor de Dios, estos certificaron su segundo puesto en la tabla a falta de un partido para finalizar dicha competición. Con ello se aseguran el pase para disputar el playoff por el título autonómico.",2025-04,2025
Carriola de Marín,El próximo fin de semana habrá una concentración de boxeo nunca vista en España con más de 550 participantes - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8985,2025-04-27,1162,"V Open Ence Villa de Marín, un torneo que pasa a la historia del boxeo español como el mayor evento jamás realizadodonde están más de 550 deportistas inscritos, casi 200 técnicos, 25 árbitros y personal federativo y una gran cantidad de  público que llenará las calles de Marín durante el puente del 1, 2 y 3 de mayo.",2025-04,2025
Carriola de Marín,Esta tarde en la dársena ente la ENM y el Paseo Marítimo se celebrará la “Regata de Embarcaciones 9 metros” - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8965,2025-04-24,1151,"La Escuela Naval Militar y la Universidad de Vigo – Campus de Pontevedra, en el marco de la Cátedra Almirante Álvarez-Ossorio,organizan esta tarde la“Regata de Embarcaciones “nueve metros” de eslora, que se celebra este jueves 24 de abril a las 16:30 horas en la dársena de la Escuela Naval Militar (Marín).",2025-04,2025
Carriola de Marín,El Concello pone en servicio las dos nuevas zonas de aparcamiento disuasorio ubicadas en el Inferniño - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8884,2025-04-10,1149,,2025-04,2025
Carriola de Marín,Fallece Don JOSÉ MANUEL SANTIAGO AGULLA “Chosquito” a los 71 años de edad - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8847,2025-04-04,1145,"La funeraria LA FE comunica el fallecimientoHOYdía 4, de abril de DonJOSÉ MANUEL SANTIAGO AGULLAcuyos restos mortales permanecerán en el Tanatorio SAN MARCOS, de Marín, salanº2hasta el momento de su traslado,mañana SÁBADO día 5de abril a lasONCE Y MEDIAde la mañana para su incineración en la intimidad familiar",2025-04,2025
Carriola de Marín,"El mar en casa, cada día: las recetas de OPROMAR en “Gourmets” para una alimentación saludable - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8866,2025-04-08,1136,"Los armadoresgallegosde pesca contarán este año con la colaboración de la chef e influencer Ada Parellada, figura destacada de la gastronomía sostenible en Españaen el Salón Gourmets que se celebra mañana en Madrid.",2025-04,2025
Carriola de Marín,"Viernes Santo, Sábado de reflexión y noche de Resurrección ponen fin a la Semana Santa marinense   - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8945,2025-04-19,1131,Desenclavo y descensode la cruz que se realiza mediante una imagen articulada que da un mayor realismo a la situación.,2025-04,2025
Carriola de Marín,Fallece Doña MARÍA DEL CARMEN ABREU GUERRA “A Portuguesa”  a los 87 años de edad - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8846,2025-04-04,1131,"La funeraria SAN MARCOS comunica el fallecimientoHOYdía 4, de DoñaMARÍA DEL CARMEN ABREU GUERRAcuyos restos mortales permanecerán en el Tanatorio SAN MARCOS, de Marín, salanº1hasta el momento de su traslado,mañana SÁBADO día 5de abril a lasDOCE MENOS CUARTOde la mañana desde el tanatorio al cementerio de Lourizán para su inhumación.",2025-04,2025
Carriola de Marín,"Fallece Don JOSÉ ANTONIO LÓPEZ LOIRA (Restaurante  ""A Goleta”) a los 75 años de edad - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8933,2025-04-16,1125,"La funeraria SAN MARCOS comunica el fallecimiento hoy día 16 de abril de DonJOSÉ ANTONIO LÓPEZ LOIRAcuyos restos mortales permanecerán en el Tanatorio SAN MARCOS, de Marín, sala número2, hasta el momento de su traslado,MAÑANA JUEVESdía17de abril a lasCUATROde la tarde para su inhumación en el cementerio municipal de Ardán.",2025-04,2025
Carriola de Marín,Mañana viernes se conmemora la gesta de la liberación de Marín por Gago de Mendoza y sus Alarmas del Morrazo - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8835,2025-04-03,1115,"Como está ocurriendo en otras localidades por el mismo motivo, se celebrará mañana la conmemoración de la gesta vecinal por la que Marín se vio liberado del yugo de los franceses que, en 1809, habían invadido el pueblo apoderándose del “Fuerte de San Fernando” y extorsionando al vecindario con el poderío de sus armas.",2025-04,2025
Carriola de Marín,El deterioro del palco de la música de la alameda aconseja su cierre impidiendo el acceso a la plataforma - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8840,2025-04-04,1098,Problemas estructurales descubiertos por la empresa ENMACOSA al revisar la instalación ha aconsejado la restricción absoluta de su uso con lo que el acceso a su plataforma queda momentáneamente restringido en tanto se solucionan dichos problemas,2025-04,2025
Carriola de Marín,El Club Pinarium se proclama campeón gallego en la categoría  absoluta masculina de 10.000 metros en pista   - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8959,2025-04-22,1078,Una nnueva satisfacción deportiva tenemos los marinenses al saber que el Club Pinarium se proclamó esta pasado fin de semana Campeón Gallego de 10.000 metros en pista de la categoría Absoluta  masculina.,2025-04,2025
Carriola de Marín,El púgil marinense Aarón González consigue el cinturón gallego NeoPro de boxeo por quinto año consecutivo - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8948,2025-04-20,1064,"El púgil marinense vuelve a hacer historia y demuestra de manera aplastante que sigue en pleno estado de forma. Aarón consiguió este viernes 18 en Padrón, de manera exitosa, hacer la 4ª defensa del cinturón gallego NeoPro que consiguió en julio de 2023 en A Cañota ante Iván Pasín. Con ello se convierte en PentaCampeón Gallego del peso medio neoprofesional.",2025-04,2025
Carriola de Marín,Botón de Ancla cuenta con trece establecimientos de hostelería para la edición “Marín Pincho a Pincho” de este año - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8908,2025-04-13,1057,"Manuel Area,presidente de ""Botón de Ancla"" anuncia que, la ruta se iniciará el día 5 de junio y serán cuatro los días de la celebración del“Pincho a Pincho”finalizando el domingo día 8 tras desarrollar un intenso programa tanto gastronómico como festivo organizado por la asociación que cuenta con el apoyo del Concello y la Diputación Provincial",2025-04,2025
Carriola de Marín,Las obras de la mejora ambiental de la dársena portuaria se encuentran ya en la recta final - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8974,2025-04-25,1051,"La alcaldesa María Ramallo en compañía del concejal de Urbanismo, Manuel Santos visitaron ayer las obras de la mejora ambiental de la dársena conocida como“Praia do  cementerio”, entree otras designaciones, compartiendo la visita con la empresa y la dirección de la obra  para comprobar el estado de los trabajos a punto de finalizar",2025-04,2025
Carriola de Marín,"El Marín C.F. golea al campeón, Puebla F.C. y deja prácticamente sellada la permanencia en la categoría   - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8954,2025-04-21,1029,Los jugadores del Marín CF hicieron el pasillo a los  ya campeones,2025-04,2025
Carriola de Marín,El Concello invierte más de 24.000 euros en arreglos y renovaciones de elementos en el Parque Briz - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8956,2025-04-22,998,El ayuntamiento está llevando a cabo mejoras de mantenimiento en el Parque de Briz con nuevas actuaciones además situadas en el parque infantil y en la zona del auditorio renovando carpintería sustituyendo en el graderío del auditorio la madera por material de mayor durabilidad.,2025-04,2025
Carriola de Marín,Concello y Comunidad de Montes de Santomé aproximan ideas y esfuerzos para mejorar el entorno de Csastiñeiras - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8909,2025-04-13,990,"Tras las recientes actuaciones realizadas en el entorno del Lago Castiñeiras dentro del plan de Desarrollo Turístico que persigue la dotación de espacios singulares en aquel entorno, el concello y la Comunidad de Montes de Santomé se reúnen para unificar ideas y esfuerzos en esa línea",2025-04,2025
Carriola de Marín,El expresidente de la Generalitat catalana estará mañana en la biblioteca con Anxo Quintana y Álvaro X. Lopez - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8968,2025-04-24,987,"Organizado por el“Grupo Aberto de Marín”, mañana, día 25 de abril tendrá lugar un acto en la Biblioteca Pública que contará con la presencia del expresidente de la Generalitat de Cataluña,Artur Mas i Gavarrócon quien compartiràn mesa redonda el ex-vicepresidente de la Xunta de GaliciaAnxo Quintanay el profesor de Ciencia Política de la Universidad de VigoÁlvaro Xosé López Mira.",2025-04,2025
Carriola de Marín,Este fin de semana se celebra el “Marín Atlántic Open” Campeonato Gallego de Baile standard en el Pabellón del SEI San Narciso - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8852,2025-04-05,987,,2025-04,2025
Carriola de Marín,Con la Bendición de Palmas y Ramos se inicia el programa de la Semana Santa marinense - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8910,2025-04-13,975,"Comienzan hoy los actos de la Semana Santa y en Marín, a las once y media de la mañana será la bendición de palmas y ramos como es tradicional en la Plaza del Reloj con inicio de la procesión hacia el Nuevo Templo donde a continuación tendrá lugar la Eucaristía.",2025-04,2025
Carriola de Marín,REDE ABERTA  avanzó la fibra ópticaen el rural marinense en el último año llegando a cubrir el servicio a 5.800 viviendas en un año - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8888,2025-04-11,941,La empresaREDE ABERTAviene realizando un intenso trabajo expandiendo la fibra óptica por las zonas del rural y periféricas de Marín donde había un problema sensible reiteradamente denunciado por los vecinos,2025-04,2025
Carriola de Marín,La Escuela Naval vence en la “Regata Álvarez Ossorio” celebrada ayer en la dársena marinense con barcos “Nueve metros” - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8975,2025-04-25,939,Dos embarcaciones de las denominadas “9 metros”  disputaron ayer en la dársena de la Escuela Naval y el Paseo Blanco  Solla la tercera edición de la regata de la “Cátedra Álvarez Ossorio” con un gran sentido de rivalidad entre la Academia militar y la Universidad de Vigo no exenta de compañerismo y alegría propia de la juventud participante,2025-04,2025
Carriola de Marín,DIPUTACIÓN PROVINCIAL: Visita a asociación Juan XXIII - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8827,2025-04-02,935,Luis López destaca o labor de insercción social e laboral da Asociación Juan XXIII de personas con discapacidade,2025-04,2025
Carriola de Marín,"Concello, Xunta y Diputación se unen en potenciar la nueva imagen turística de “Marín, vento en popa a toda vida” - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8873,2025-04-09,934,"“Marín vento en popa a toda vida”es el nuevo  reclamo turístico de nuestro concello según se presentó ayer en el Paseo Marítimo Blanco Solla en un acto al que asistieron junto a la alcaldesa y miembros de la corporación marinense, Nava Castro, diputada de turismo en Pontevedra y José Manuel Merelles, director de la “Axencia de Turismo de Galicia"".",2025-04,2025
Carriola de Marín,El Marín C.F. juega hoy su “gran final” ante el S.D. San Adrián en el campo de “Chando Cura” - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8905,2025-04-13,922,"Después del mal partido y derrota del pasado domingo en San Pedro ante el Unión Dena, el Marín Club de Fútbol juega la que puede considerarse su 'gran final' de la liga este domingo en el Campo 'Chan do Cura' ante el equipo que en estos momentos marca el descenso a Segunda Autonómica.",2025-04,2025
Carriola de Marín,Fallece Don EMILIO FRANCISCO FERNÁNDEZ MOLEDO “Chapí” a los 85 años de edad - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8963,2025-04-22,914,"La funeraria SAN MARCOS comunica el fallecimiento ayer día 21 de abril de DonEMILIO FRANCISCO FERNÁNDEZ MOLEDOcuyos restos mortales permanecerán en su tanatorio de Marín, sala número1, hasta el momento de su traslado,PASADO MAÑANA JUEVESdía24de abril a lascinco y cuartode la tarde para su inhumación en el cementerio municipal de A Raña.",2025-04,2025
Carriola de Marín,El club “Agarimo” destaca en las competiciones del fin de semana y se prepara para la primera importante en Vigo - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8870,2025-04-08,908,Otra jornada de excelentes resultados del club “Agarimo” cuyos gimnastas han salido el pasado fin de semana a competir en  Abegondo (A Coruña) y Arousa.,2025-04,2025
Carriola de Marín,Concello y ENCE colaboran para ofrecer un curso gratuito de “Iniciación a la Informática”   - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8937,2025-04-17,904,El aula CEMIT ubicada en el piso superior del edificio de la Biblioteca Pública acogerá un curso de iniciación a la informática organizado por el Concello de Marín con el apoyo de la empresa pastera ENCE para personas de edad superior a los 14 años,2025-04,2025
Carriola de Marín,Fallece Doña MARÍA TERESA MARTÍNEZ FERRADÁS  a los 73 años de edad - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8958,2025-04-21,895,"La funeraria LA FE comunica el fallecimiento hoy día 21 de abril de DoñaMARÍA TERESA MARTÍNEZ FERRADÁScuyos restos mortales se velarán a partir de las nueve de la mañana del martes día 22 en el Tanatorio SAN MARCOS, de Marín, sala número1, hasta el momento de su traslado,mañana martesdía22de abril a lasOCHOde la tarde para su incineración en la intimidad familiar.",2025-04,2025
Carriola de Marín,"Cristina Acuña, concejala de comercio,  anuncia una nueva campaña de promoción comercial por el “Día de la madre” - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8832,2025-04-02,885,"La concejala de comercio, Cristina Acuña anunció ayer el inicio de una nueva campaña promocional del comercio de la localidad mediante el sorteo de cien vales compra de cincuenta euros cada uno, campaña que arrancó ayer y permanecerá abierta hasta el día 4 de mayo",2025-04,2025
Carriola de Marín,La Policía Nacional de Marín imparte una formación en ciberseguridad a alumn@s de sexto curso del CEIP de Seixo - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8867,2025-04-08,881,"Dieciséis alumnos y alumnas del colegio público de Seixo consiguieron sus respectivos carnets de ciberexpertos tras participar en una formación en la materia impartida por la Policía Nacional de Marín, carnets que ayer les fueron entregados por la autoridades que les visitaron",2025-04,2025
Carriola de Marín,O Museo do Mar conta cun trío de ases para o xurado do “II Festival Cine do Mar”   - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8926,2025-04-16,879,"O Museo do Mar de Marín vén de confirmar os membros que integrarán o xurado da segunda edición do Festival Cine do Mar, que terá lugar no mes de xuño, entre os días 24 e 29. O xurado estará composto por tres destacados directores galegos: Ángel Santos, Álvaro Gago e Margarita Ledo.",2025-04,2025
Carriola de Marín,"El Marín C.F.  pierde, tras un nefasto partido, ante el Unión Dena y se autocondena a sufrir en la clasificación - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8863,2025-04-07,869,"Marín Club de Fútbol :Cristian ; Darío Ferradás , Ángel García , Nico , Hérgen ( Diego Justo , min. 83 ) ; Iago Pastoriza , Antón Vázquez , David Vázquez ( Javi Mariño , min. 53 ) ; Dani Taracido ( Xocas , min. 65 ) , Iván Menduiña ( Jairo , min. 83 ) y Guille .",2025-04,2025
Carriola de Marín,La Diputación aprueba definitivamente el proyecto de mejora vial entre Pardavila y O Campo - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8986,2025-04-27,840,,2025-04,2025
Carriola de Marín,CARRIOLA DA OPINIÓN: Espacio litoral - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8914,2025-04-14,825,,2025-04,2025
Carriola de Marín,O Concello realiza obras de mantenemento e renovación urbana no entorno da Barriada de Pescadores “A Cañota” - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8993,2025-04-30,820,,2025-04,2025
Carriola de Marín,Fallece Don RAFAEL CERVIÑO PIÑEIRO a los 54 años de edad - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8875,2025-04-09,817,"La funeraria SAN MARCOS comunica el fallecimientoHOYdía 9, de abril de DonRAFAEL CERVIÑO PIÑEIROcuyos restos mortales permanecerán en el Tanatorio SAN MARCOS, de Marín, salanº2hasta el momento de su traslado,mañana JUEVES día 10de abril a lasONCEde la mañana para su incineración en el crematorio “Terras de Pontevedra”, en la intimidad familiar",2025-04,2025
Carriola de Marín,"Las bandas de Cabral, Tenorio y Marín compartirán el “Concierto de Primavera” esta tarde en la alameda - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8901,2025-04-12,805,"La previsión es que, a partir de ls seis y media de la tarde, se inicie el “Festival de Primavera” de bandas de música que reunirá a tres agrupaciones dos de ellas especialmente invitadas al acto como son la Unión Musical de Tenorio” y la “Unidade Musical de Cabral”, y la “Banda de Música de Marín”, anfitriona del evento",2025-04,2025
Carriola de Marín,El PP exige al Ministerio de Transportes la conclusión y entrega del informe del CIAIM sobre el naufragio del Pitanxo - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8907,2025-04-13,798,El PP acaba de exigir al Ministerio de Transportes y Movilidad Sostenible la inmediata conclusión y la entrega urgente del informe técnico de la Comisión Permanente de Investigaciones de Accidentes e Incidentes Marítimos (CIAIM) sobre el naufragio del barco‘Villa de Pitanxo’cuando ya se superan los tres años desde este terrible suceso y cuyo contenido es fundamental para desbloquear y avanzar en la investigación judicial.,2025-04,2025
Carriola de Marín,"El GALP aportará 2,3 de los más de más de 7 millones de euros para los 28 proyectos de la Ría que solicitan ayuda - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8828,2025-04-02,797,"Cerrado el plazo de presentación de proyectos de la convocatoria hecha por el GALP para el presente año, se han recibido un total de 28 iniciativas promovidas por entidades y empresas del entorno de nuestra Ría que aspiran a obtener  financaición a travès del “Fondo Europeo Marítimo de la Pesca y la Acuicultura”",2025-04,2025
Carriola de Marín,Seis maios e catro barcos participarán no concurso de maios que convoca o Ateneo Santa Cecilia para o día un - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8991,2025-04-28,794,"O próximo día 1 terá lugar a tradicional “Festa dos Maios” sendo como é Marín unha das localidades que ten maior tradición na celebración desta ancestral manifestación cultural ligada aos tempos do ano e principalmente cos motivos agrícolas e, en xeral, a primaveira",2025-04,2025
Carriola de Marín,La 11 Regata Inter clubs de la Ría finaliza con la entrega de los trofeos celebrada en el Liceo Casino de Pontevedra - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8862,2025-04-07,791,"Broche final de lujo para la Regata Inteclubes Ría . Ayer sábado, al término de la última jornada de competición, se celebró en el Liceo Casino de Pontevedra la tradicional cena de tripulaciones, donde se hizo entrega de los galardones a los vencedores de la undécima edición.Orión, Balea Dous, Arpón IV-Seida, Marcolfo, Ziralla, DaikirieIasison los siete equipos ganadores en sus respectivas categorías.El acto contó con la presencia de Antonio Traba, concejal de Deporte e Xuventude de Marín; Antonio Caiña, concejal de Actividades Deportivas de Marín; Marcos Guisasola, concejal de Deportes de Sanxenxo; Manuel Villaverde, presidente de la Real Federación Gallega de Vela; y el Capitán de Corbeta Miguel Torres, secretario de la Escuela Naval Militar, entre otros representantes de los clubes organizadores y marcas colaboradoras.Además de entregar los galardones a los campeones de las siete categorías, durante el acto se premió también a los ganadores del Trofeo Concello de Marín, Trofeo Concello de Poio, Trofeo Concello y Nauta Sanxenxo, Trofeo Myagal, Desafío Interclubes, Trofeo de la Igualdad, el Premio Magín Froiz al mejor barco de la flota y el Premio a la deportividad.La 11ª Regata Interclubes Ría de Pontevedra ha contado con la colaboración y el patrocinio del Concello de Sanxenxo, Concello de Marín, Concello de Poio, Nauta Sanxenxo, ABANCA, Murimar Seguros, Froiz, Opticalia Campelo, Myagal, Efectos Navales Jesús Betanzos e Informática Landín.CUADRO DE VENCEDORES",2025-04,2025
Carriola de Marín,El Concello prepara fuertes inversiones en la Piscina Municipal en un dehumificador y el aire acondicionado - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8918,2025-04-15,789,"La piscina municipal recibe frecuentes crìticas de sus usuarios porque, según expresan sus quejas, presenta deficiencias a pesar de las inversiones que s ehan hecho en ella en los últimios años",2025-04,2025
Carriola de Marín,Fallece Doña CASILDA BRETAL VÁZQUEZ a los 92 años de edad - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8919,2025-04-14,788,"La funerariaLA FEcomunica el fallecimientoHOYdía14,de abril de DoñaCASILDA BRETAL VÁZQUEZcuyos restos mortales permanecerán en el Tanatorio SAN MARCOS, de Marín, sala número1, hasta el momento de su traslado,mañana MARTES día 15de abril a lasCUATRO Y CUARTOde la tarde, para su inhumación en el cementerio municipal de San Andrés de Lourizán.",2025-04,2025
Carriola de Marín,Fallece Don FRANCISCO JUNCAL CABALLERO a los 82 años de edad - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8987,2025-04-27,785,"La funeraria SAN MARCOS comunica el fallecimiento el día 26 de abril de DonFRANCISCO JUNCAL CABALLEROcuyos restos mortales permanecerán en el Tanatorio SAN MARCOS, de Marín, sala número1hasta el momento de su traslado,MAÑANA LUNESdía28de abril a lascinco y mediade la tarde para su inhumación en el cementerio municipal de Ardán .",2025-04,2025
Carriola de Marín,O Ateneo publica as bases de participación no concurso de maios e barcos que terá lugr o próximo día 1 de maio - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8851,2025-04-06,776,"O Ateneo Santa Cecilia disponse a celebrar como é tradicional e ademáis una das súas principais actividades do ano o concurso de maios e barcos que, coma sempre terà a Alameda Rosalía de Castro o seu punto de encontro entre todos os grupos, e na Praza do Reloxo o o concurso",2025-04,2025
Carriola de Marín,Fallece Don JOSÉ BENITO FARIÑA PAZOS a los 64 años de edad - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8929,2025-04-16,749,"La funeraria SAN MARCOS comunica el fallecimiento ayer 15, de abril de DonJOSÉ BENITO FARIÑA PAZOScuyos restos mortales permanecerán en el Tanatorio SAN MARCOS, de Marín, SALA NÚMERO1, hasta el momento de su traslado,HOY MIÉRCOLES día 16de abril a lasTRES Y MEDIAde la tarde para su inhumación en el cementerio municipal de Ardán.",2025-04,2025
Carriola de Marín,Fallece Don JOSÉ ANTONIO PIAY CASTRO a los 66 años de edad - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8939,2025-04-16,737,"La funeraria SAN MARCOS comunica el fallecimiento hoy día 16 de abril de DonJOSÉ ANTONIO PIAY CASTROcuyos restos mortales permanecerán en el Tanatorio SAN MARCOS, de Marín, sala número1, hasta el momento de su traslado,PASADO MAÑANA VIERNESdía18de abril a lasseis y mediade la tarde para su inhumación al el cementerio municipal de A Raña.",2025-04,2025
Carriola de Marín,ENCE favorece al Club Deportivo Mat´s al incluirlo en las ayudas de patrocinio en su Plan Social 2024   - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8944,2025-04-19,728,"Iván García y Arlet Ortiz consiguieron senadas medallas , él la deOroy ella la deBronceen el campeonato de Europa de Clubs celebrados en Taillín (Estonia)",2025-04,2025
Carriola de Marín,O BNG reclama ao Goberno impulsar o proxecto de abrir Marín ao mar coa cesión de terreos portuarios e militares - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8822,2025-04-01,728,"Néstor Rego exixe ao executivo atender a reclamación lexítima da veciñanza e facer realidade a recuperación da fachada marítima de Marín para o uso públicoIniciar a cesión de parte dos terreos de Portos do Estado e da Escola Naval para ser destinados a zonas verdes, de esparexemento público e favorecer a apertura de Marín ao mar, defende o BNG",2025-04,2025
Carriola de Marín,Desde mi Escorial para Carriola de Marín - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8995,2025-04-30,691,,2025-04,2025
Carriola de Marín,OPROMAR llena Gourmets de sabor y memoria: el pescado como puente entre generaciones - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8878,2025-04-10,680,OPROMAR llena Gourmets de sabor y memoria: el pescado como puente entre generaciones,2025-04,2025
Carriola de Marín,"El Club ""Agarimo"", de Gimnasia Rítmica participó en torneo internacional “Cidade Termal” celebrado en Ourense - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8952,2025-04-21,676,"El club marinense de Gimnasia Rítmica, “Agarimo” sigue destacando en los distintos torneos de la especialidad que se vienen celebrando por toda Galicia y en ese caso, lo hicieron el el“Cidade Termal”de Ourense donde dejaron impronta de su potencial calidad",2025-04,2025
Carriola de Marín,"A asociación comercial ACEMAS, de Seixo, cuenta con un local en el mercado municipal de zona cedido por el concello - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8899,2025-04-12,667,"El Concello, atendiendo al dinamismo de actividad que presenta a lo largo la asociación comercial de Seixo y alrededores, ACEMAS, ha cedido a dicha entidad uno de los locales vacíos del mercado municipal con lo que la asociación de comerciantes verá sensiblemente mejorada su actividad",2025-04,2025
Carriola de Marín,Fallece Don GERARDO DOPAZO AGUETE (Gerardo da Liña) a los 80 años de edad - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8969,2025-04-24,664,"La funeraria SAN MARCOS comunica el fallecimiento hoy día 24 de abril de DonGERARDO DOPAZO AGUETEcuyos restos mortales permanecerán en el Tanatorio SAN MARCOS, de Marín hasta el momento de su traslado,MAÑANA VIERNESdía25de abril a lascuatrode la tarde para su inhumación en el cementerio municipal de A Raña.",2025-04,2025
